crime,36.357729179917,127.41879001077,지구대,안전해용
crime,36.376744087203,127.42130055841,파출소,안전해용
crime,36.371393423522,127.429388314,경찰서,안전해용
crime,36.363327255504,127.44193465403,지구대,안전해용
crime,36.357852659,127.4455692204,치안센터,안전해용
crime,36.351873542569,127.43698478012,지구대,안전해용
crime,36.34515129587,127.42687146011,치안센터,안전해용
crime,36.34164023033,127.43834783627,치안센터,안전해용
crime,36.346623751734,127.44925934487,지구대,안전해용
crime,36.336541240653,127.4476253616,치안센터,안전해용
crime,36.327774132191,127.45621203477,치안센터,안전해용
crime,36.330603467379,127.47424622192,파출소,안전해용
crime,36.330990779778,127.43397514754,지구대,안전해용
crime,36.32138003199,127.43821486453,치안센터,안전해용
crime,36.321582304928,127.44079960207,경찰서,안전해용
crime,36.30796022754,127.4458669598,치안센터,안전해용
crime,36.309561384489,127.44906054737,파출소,안전해용
crime,36.317905892063,127.42703743651,지구대,안전해용
crime,36.326519029613,127.42256283216,경찰서,안전해용
crime,36.322479986584,127.41405511534,지구대,안전해용
crime,36.312827587266,127.39837053074,지구대,안전해용
crime,36.306074919031,127.40190742503,지구대,안전해용
crime,36.333137859629,127.3811099356,지구대,안전해용
crime,36.316304278345,127.38097229924,치안센터,안전해용
crime,36.310234330135,127.37399475114,지구대,안전해용
crime,36.308633329829,127.3730017096,경찰서,안전해용
crime,36.304219040249,127.36669009654,치안센터,안전해용
crime,36.299183037007,127.32896434471,지구대,안전해용
crime,36.302751570658,127.32072933596,파출소,안전해용
crime,36.34318182178,127.31611626244,파출소,안전해용
crime,36.378753592279,127.32529828139,경찰서,안전해용
crime,36.375776642254,127.323112806,지구대,안전해용
crime,36.389808623258,127.34849455917,지구대,안전해용
crime,36.385411007863,127.37809371685,지구대,안전해용
crime,36.399173176574,127.40583635235,치안센터,안전해용
crime,36.439965484758,127.38369219207,파출소,안전해용
crime,36.358146152308,127.35072927248,지구대,안전해용
crime,36.362254554659,127.35334659195,치안센터,안전해용
crime,36.354787186743,127.35751577881,치안센터,안전해용
crime,36.359983303241,127.36689859573,지구대,안전해용
crime,36.352638836128,127.36832912817,지구대,안전해용
crime,36.358306037536,127.38021594069,경찰서,안전해용
crime,36.34887805966,127.3779086465,지구대,안전해용
crime,36.351231130378,127.3867488448,치안센터,안전해용
crime,36.359948862506,127.39467195022,지구대,안전해용
crime,36.346753703674,127.39526816832,치안센터,안전해용
facility,36.398766265033,127.43130289468,장애인편의시설,안전해용
facility,36.387543403695,127.42214606094,장애인편의시설,안전해용
facility,36.363186242701,127.42932372141,장애인편의시설,안전해용
facility,36.365661913077,127.43993384791,장애인편의시설,안전해용
facility,36.35631242365,127.43248348769,장애인편의시설,안전해용
facility,36.353992761947,127.42849337306,장애인편의시설,안전해용
facility,36.356074263126,127.44699907635,장애인편의시설,안전해용
facility,36.346473812427,127.44537905888,장애인편의시설,안전해용
facility,36.342871023322,127.44244005729,장애인편의시설,안전해용
facility,36.335399156478,127.44878555276,장애인편의시설,안전해용
facility,36.33000530858,127.44282950642,장애인편의시설,안전해용
facility,36.326444104605,127.45286599158,장애인편의시설,안전해용
facility,36.321915331888,127.45177070681,장애인편의시설,안전해용
facility,36.327016928705,127.46096590127,장애인편의시설,안전해용
facility,36.326684505959,127.45953284576,장애인편의시설,안전해용
facility,36.31589138269,127.45993160783,성폭력지원시설,안전해용
facility,36.327004718011,127.43290059607,장애인편의시설,안전해용
facility,36.327798987512,127.43255973903,장애인편의시설,안전해용
facility,36.324619921092,127.43446881165,장애인편의시설,안전해용
facility,36.323405236233,127.42643265796,성폭력지원시설,안전해용
facility,36.315343754552,127.44266861956,장애인편의시설,안전해용
facility,36.311987253298,127.43889719476,장애인편의시설,안전해용
facility,36.309299258984,127.43957246738,장애인편의시설,안전해용
facility,36.309190618592,127.42979579396,장애인편의시설,안전해용
facility,36.316590318261,127.41548828687,성폭력지원시설,안전해용
facility,36.309616588455,127.40986174537,장애인편의시설,안전해용
facility,36.314215705755,127.39556595533,장애인편의시설,안전해용
facility,36.321170886337,127.39341840611,장애인편의시설,안전해용
facility,36.31335775971,127.39063991613,장애인편의시설,안전해용
facility,36.304038281894,127.38547747132,장애인편의시설,안전해용
facility,36.303786098965,127.3826259975,장애인편의시설,안전해용
facility,36.297116279472,127.353706641,장애인편의시설,안전해용
facility,36.300821917858,127.35157742605,장애인편의시설,안전해용
facility,36.30521122129,127.34520624729,장애인편의시설,안전해용
facility,36.305231426228,127.33813628264,장애인편의시설,안전해용
facility,36.299730495935,127.31644739682,장애인편의시설,안전해용
facility,36.298242377934,127.31688670425,장애인편의시설,안전해용
facility,36.321679907259,127.32110198627,장애인편의시설,안전해용
facility,36.322274409566,127.31098145992,장애인편의시설,안전해용
facility,36.338907920487,127.30837984123,장애인편의시설,안전해용
facility,36.355687929006,127.34306150745,성폭력지원시설,안전해용
facility,36.360558777078,127.33672647599,장애인편의시설,안전해용
facility,36.366931911724,127.3811131079,장애인편의시설,안전해용
facility,36.355442513877,127.38375323146,장애인편의시설,안전해용
facility,36.326923288249,127.37428052272,장애인편의시설,안전해용
facility,36.32061612432,127.36812549792,장애인편의시설,안전해용
facility,36.317009909113,127.37152160424,장애인편의시설,안전해용
facility,36.319468868064,127.37481281284,장애인편의시설,안전해용
facility,36.311892760205,127.37963135222,장애인편의시설,안전해용